date,platform,post_id,keyword,likes,shares,followers,sentiment_score
2025-06-02,TikTok,TI_62_252,AI,4623,1265,29608,-0.98
2025-06-02,TikTok,TI_62_260,Sustainability,4191,971,447625,-0.01
2025-06-02,TikTok,TI_62_269,RemoteWork,663,1016,169104,-0.52
2025-06-02,LinkedIn,LI_62_758,AI,3151,835,429397,-0.53
2025-06-02,LinkedIn,LI_62_570,Sustainability,3688,1183,235932,-0.82
2025-06-02,LinkedIn,LI_62_610,Innovation,3712,657,63236,0.96
2025-06-03,Twitter,TW_63_136,AI,4614,1134,1088,0.65
2025-06-03,Twitter,TW_63_910,DataScience,4999,1277,335253,-0.39
2025-06-03,Twitter,TW_63_620,Sustainability,4656,433,344196,0.34
2025-06-03,Twitter,TW_63_449,Innovation,3026,121,429127,-0.55
2025-06-03,Instagram,IN_63_772,Innovation,3026,1476,238257,-0.77
2025-06-03,Instagram,IN_63_877,RemoteWork,1866,14,179969,-0.29
2025-06-03,Instagram,IN_63_748,DataScience,2441,1131,274670,-0.25
2025-06-03,TikTok,TI_63_604,AI,1200,1478,390289,0.44
2025-06-03,TikTok,TI_63_209,Sustainability,2133,1261,103719,-0.62
2025-06-03,LinkedIn,LI_63_833,Sustainability,2818,230,397964,-0.17
2025-06-03,LinkedIn,LI_63_748,RemoteWork,4873,262,405826,0.78
2025-06-03,LinkedIn,LI_63_568,AI,4877,1042,71588,0.93
2025-06-04,Twitter,TW_64_666,DataScience,3595,1208,254195,0.85
2025-06-04,Twitter,TW_64_899,AI,1501,1426,304329,-0.65
2025-06-04,Instagram,IN_64_773,AI,4969,1251,463786,-0.36
2025-06-04,Instagram,IN_64_493,RemoteWork,3479,1257,481200,0.39
2025-06-04,TikTok,TI_64_451,Innovation,2459,937,422945,-0.73
2025-06-04,TikTok,TI_64_522,RemoteWork,4985,1443,465748,0.5
2025-06-04,LinkedIn,LI_64_854,DataScience,4584,1305,114950,-0.6
2025-06-04,LinkedIn,LI_64_739,Innovation,2430,1416,182033,0.84
2025-06-04,LinkedIn,LI_64_235,RemoteWork,1506,1041,285421,0.39
2025-06-05,Twitter,TW_65_591,AI,4824,1178,495232,0.33
2025-06-05,Twitter,TW_65_527,Innovation,4423,595,461050,0.69
2025-06-05,Twitter,TW_65_927,RemoteWork,154,1080,56821,-0.95
2025-06-05,Instagram,IN_65_304,AI,2237,339,151269,0.37
2025-06-05,Instagram,IN_65_249,DataScience,558,1424,412229,-0.41
2025-06-05,TikTok,TI_65_730,AI,4652,469,390238,0.29
2025-06-05,TikTok,TI_65_498,Innovation,1996,1056,412202,0.59
2025-06-05,TikTok,TI_65_812,Sustainability,2406,1429,349386,-0.91
2025-06-05,TikTok,TI_65_490,DataScience,3224,863,414197,0.95
2025-06-05,LinkedIn,LI_65_861,DataScience,2108,425,326353,0.74
2025-06-05,LinkedIn,LI_65_981,AI,3679,471,478881,0.27
2025-06-05,LinkedIn,LI_65_826,RemoteWork,3062,1215,287583,0.48
2025-06-06,Twitter,TW_66_559,Sustainability,1503,1408,40043,-0.63
2025-06-06,Twitter,TW_66_277,Innovation,4259,254,198760,-0.92
2025-06-06,Instagram,IN_66_264,DataScience,4834,532,3959,-0.34
2025-06-06,Instagram,IN_66_826,Innovation,1318,91,81584,0.86
2025-06-06,Instagram,IN_66_711,AI,466,1290,323756,0.69
2025-06-06,TikTok,TI_66_902,RemoteWork,2653,1086,116323,0.91
2025-06-06,TikTok,TI_66_633,Innovation,608,1044,84556,-0.17
2025-06-06,TikTok,TI_66_649,AI,3354,198,184187,-0.56
2025-06-06,LinkedIn,LI_66_469,Innovation,2454,457,499235,0.51
2025-06-06,LinkedIn,LI_66_643,DataScience,3940,1159,432849,0.5
2025-06-07,Twitter,TW_67_556,AI,2018,1325,322756,0.84
2025-06-07,Twitter,TW_67_349,DataScience,376,1407,465340,-0.36
2025-06-07,Twitter,TW_67_915,Innovation,978,800,135527,0.08
2025-06-07,Twitter,TW_67_389,Sustainability,252,1068,432021,0.54
2025-06-07,Instagram,IN_67_403,DataScience,1627,666,270428,-0.84
2025-06-07,Instagram,IN_67_198,RemoteWork,1421,1111,280553,-0.99
2025-06-07,Instagram,IN_67_167,Sustainability,1776,1382,331046,0.55
2025-06-07,Instagram,IN_67_985,AI,3525,222,108782,0.08
2025-06-07,TikTok,TI_67_124,RemoteWork,3811,1478,174914,-0.92
2025-06-07,TikTok,TI_67_175,AI,494,374,417397,-0.5
2025-06-07,TikTok,TI_67_172,Innovation,4760,476,478619,-0.48
2025-06-07,TikTok,TI_67_497,DataScience,3745,1300,213047,-0.13
2025-06-07,LinkedIn,LI_67_647,RemoteWork,98,1323,378637,0.24
2025-06-07,LinkedIn,LI_67_874,AI,4847,103,368464,0.7
2025-06-08,Twitter,TW_68_905,DataScience,2518,1252,46353,-0.44
2025-06-08,Twitter,TW_68_548,AI,3174,819,432028,0.32
2025-06-08,Twitter,TW_68_585,Sustainability,1330,1102,116272,-0.73
2025-06-08,Instagram,IN_68_247,DataScience,2491,1397,466031,0.83
2025-06-08,Instagram,IN_68_914,Innovation,3106,32,291206,0.75
2025-06-08,Instagram,IN_68_244,RemoteWork,1059,95,3637,0.15
2025-06-08,TikTok,TI_68_315,DataScience,2866,443,217349,0.81
2025-06-08,TikTok,TI_68_971,AI,4248,301,85386,-0.63
2025-06-08,TikTok,TI_68_731,Sustainability,2120,407,61095,-0.64
2025-06-08,LinkedIn,LI_68_397,AI,601,523,52486,-0.61
2025-06-08,LinkedIn,LI_68_694,RemoteWork,4041,687,188243,-0.74
2025-06-08,LinkedIn,LI_68_771,Innovation,1971,214,150493,0.24
2025-06-08,LinkedIn,LI_68_298,DataScience,2653,1005,237268,-0.34
2025-06-09,Twitter,TW_69_927,Innovation,2641,887,89415,-0.99
2025-06-09,Twitter,TW_69_352,Sustainability,1864,1468,388876,0.28
2025-06-09,Twitter,TW_69_383,DataScience,2994,285,357295,0.47
2025-06-09,Twitter,TW_69_998,RemoteWork,3981,957,234495,-0.28
2025-06-09,Instagram,IN_69_761,RemoteWork,721,584,451213,0.65
2025-06-09,Instagram,IN_69_651,AI,1659,549,385588,0.77
2025-06-09,Instagram,IN_69_178,DataScience,667,48,446428,0.01
2025-06-09,TikTok,TI_69_887,DataScience,4883,445,476164,-0.93
2025-06-09,TikTok,TI_69_366,RemoteWork,4502,1115,248518,0.31
2025-06-09,LinkedIn,LI_69_328,Innovation,4880,605,71192,-0.07
2025-06-09,LinkedIn,LI_69_622,RemoteWork,791,822,191770,0.0
2025-06-10,Twitter,TW_70_556,Sustainability,1354,376,297934,0.9
2025-06-10,Twitter,TW_70_775,DataScience,1247,1000,493398,-0.28
2025-06-10,Twitter,TW_70_324,Innovation,4044,484,33957,-0.47
2025-06-10,Twitter,TW_70_339,AI,400,1379,109409,0.04
2025-06-10,Instagram,IN_70_147,RemoteWork,376,1338,170906,-0.79
2025-06-10,Instagram,IN_70_633,DataScience,2290,549,304369,0.09
2025-06-10,Instagram,IN_70_278,Sustainability,3135,1348,199452,-0.27
2025-06-10,TikTok,TI_70_628,AI,3374,732,429467,0.74
2025-06-10,TikTok,TI_70_598,Innovation,3999,1247,4459,0.0
2025-06-10,TikTok,TI_70_242,Sustainability,3653,349,121581,-0.85
2025-06-10,TikTok,TI_70_758,DataScience,2350,443,79769,-0.63
2025-06-10,LinkedIn,LI_70_335,DataScience,3446,686,378621,-0.77
2025-06-10,LinkedIn,LI_70_791,AI,3972,991,111469,0.18
2025-06-10,LinkedIn,LI_70_762,Innovation,3416,55,128753,-0.91
2025-06-11,Twitter,TW_71_686,DataScience,1253,124,88210,-0.48
2025-06-11,Twitter,TW_71_284,Sustainability,4282,840,315235,0.94
2025-06-11,Twitter,TW_71_752,AI,202,1483,382668,0.32
2025-06-11,Twitter,TW_71_390,Innovation,752,453,236511,0.21
2025-06-11,Instagram,IN_71_950,RemoteWork,3415,1240,75822,0.59
2025-06-11,Instagram,IN_71_940,Sustainability,1539,1286,346845,0.02
2025-06-11,Instagram,IN_71_271,AI,2857,938,313755,0.18
2025-06-11,TikTok,TI_71_235,RemoteWork,939,43,107088,0.05
2025-06-11,TikTok,TI_71_616,DataScience,3488,316,318462,-0.81
2025-06-11,LinkedIn,LI_71_615,DataScience,1012,200,253833,0.32
2025-06-11,LinkedIn,LI_71_717,AI,4467,12,471270,0.88
2025-06-11,LinkedIn,LI_71_794,Innovation,3584,1079,221559,-0.26
2025-06-12,Twitter,TW_72_334,DataScience,3999,790,184772,0.18
2025-06-12,Twitter,TW_72_859,RemoteWork,4769,210,224078,-0.73
2025-06-12,Instagram,IN_72_712,Sustainability,4504,846,136164,-0.62
2025-06-12,Instagram,IN_72_826,AI,108,1193,274961,-0.76
2025-06-12,Instagram,IN_72_107,DataScience,3122,1350,108698,0.38
2025-06-12,TikTok,TI_72_258,RemoteWork,3540,1344,307902,-0.49
2025-06-12,TikTok,TI_72_975,Innovation,4441,877,297049,-0.27
2025-06-12,TikTok,TI_72_382,AI,3305,427,217650,0.1
2025-06-12,LinkedIn,LI_72_359,RemoteWork,2562,1193,181541,0.55
2025-06-12,LinkedIn,LI_72_507,Sustainability,1181,1360,63435,0.5
2025-06-12,LinkedIn,LI_72_557,DataScience,1375,215,113437,0.02
2025-06-12,LinkedIn,LI_72_904,Innovation,2822,1137,322926,0.39
2025-06-13,Twitter,TW_73_923,AI,796,307,248290,0.85
2025-06-13,Twitter,TW_73_545,Sustainability,772,141,138935,-0.56
2025-06-13,Twitter,TW_73_181,RemoteWork,359,1493,202497,0.86
2025-06-13,Twitter,TW_73_510,DataScience,4318,596,374086,0.93
2025-06-13,Instagram,IN_73_549,Sustainability,137,423,446942,0.31
2025-06-13,Instagram,IN_73_923,RemoteWork,4294,595,103103,-0.93
2025-06-13,TikTok,TI_73_790,DataScience,345,746,126439,0.31
2025-06-13,TikTok,TI_73_261,Sustainability,761,575,409773,-0.2
2025-06-13,TikTok,TI_73_785,Innovation,3287,840,308274,-0.6
2025-06-13,TikTok,TI_73_115,AI,612,194,289144,-0.43
2025-06-13,LinkedIn,LI_73_331,DataScience,1643,941,488437,-0.19
2025-06-13,LinkedIn,LI_73_104,Innovation,2188,368,214455,0.01
2025-06-13,LinkedIn,LI_73_672,Sustainability,642,1040,155272,-0.32
2025-06-13,LinkedIn,LI_73_219,RemoteWork,4254,537,460335,0.08
2025-06-14,Twitter,TW_74_888,Innovation,2042,705,407637,-0.08
2025-06-14,Twitter,TW_74_571,RemoteWork,4857,66,253691,-0.77
2025-06-14,Twitter,TW_74_169,Sustainability,3184,1307,414482,0.99
2025-06-14,Twitter,TW_74_793,DataScience,1933,656,217229,0.91
2025-06-14,Instagram,IN_74_354,DataScience,2403,200,210154,0.35
2025-06-14,Instagram,IN_74_940,AI,2851,165,291744,0.86
2025-06-14,Instagram,IN_74_587,Innovation,2621,734,115591,0.79
2025-06-14,Instagram,IN_74_375,Sustainability,1547,1409,488721,0.82
2025-06-14,TikTok,TI_74_347,Sustainability,2224,433,121170,-0.59
2025-06-14,TikTok,TI_74_355,DataScience,2966,329,409388,-0.79
2025-06-14,TikTok,TI_74_180,Innovation,4085,1267,4472,0.53
2025-06-14,LinkedIn,LI_74_604,AI,4756,572,258323,-0.63
2025-06-14,LinkedIn,LI_74_882,RemoteWork,4237,583,209603,-0.56
2025-06-14,LinkedIn,LI_74_690,Sustainability,1100,120,276636,0.6
2025-06-14,LinkedIn,LI_74_589,Innovation,4479,76,264441,-0.31
2025-06-15,Twitter,TW_75_423,Sustainability,118,34,354424,-0.58
2025-06-15,Twitter,TW_75_694,RemoteWork,875,676,190583,0.23
2025-06-15,Twitter,TW_75_365,AI,1583,1133,138808,-0.53
2025-06-15,Twitter,TW_75_582,DataScience,2860,759,97423,-0.0
2025-06-15,Instagram,IN_75_473,RemoteWork,3331,582,237311,-0.64
2025-06-15,Instagram,IN_75_234,Innovation,4767,1414,120834,0.63
2025-06-15,TikTok,TI_75_976,Innovation,3170,411,77464,0.6
2025-06-15,TikTok,TI_75_856,Sustainability,1275,978,423402,-0.98
2025-06-15,TikTok,TI_75_531,DataScience,4142,285,469330,0.7
2025-06-15,TikTok,TI_75_629,RemoteWork,4424,1485,166532,0.57
2025-06-15,LinkedIn,LI_75_201,Innovation,1388,132,113966,0.63
2025-06-15,LinkedIn,LI_75_587,AI,838,931,391381,-0.33
2025-06-15,LinkedIn,LI_75_469,Sustainability,3001,1157,293286,0.86
2025-06-16,Twitter,TW_76_224,Innovation,2926,1401,318496,-0.6
2025-06-16,Twitter,TW_76_689,AI,4460,367,410106,-0.43
2025-06-16,Twitter,TW_76_432,Sustainability,4231,1008,407189,0.47
2025-06-16,Instagram,IN_76_574,RemoteWork,1236,353,336848,0.62
2025-06-16,Instagram,IN_76_445,Innovation,3505,1302,322026,0.14
2025-06-16,TikTok,TI_76_451,AI,1919,652,167135,0.31
2025-06-16,TikTok,TI_76_827,Sustainability,2241,1249,338979,-0.21
2025-06-16,LinkedIn,LI_76_271,Innovation,1556,57,66556,0.46
2025-06-16,LinkedIn,LI_76_777,RemoteWork,2111,1445,394079,-0.84
2025-06-16,LinkedIn,LI_76_270,Sustainability,3302,220,51097,-0.87
2025-06-17,Twitter,TW_77_889,DataScience,3302,1083,402078,0.99
2025-06-17,Twitter,TW_77_206,AI,2200,1275,82408,-0.83
2025-06-17,Twitter,TW_77_499,RemoteWork,2584,479,130707,0.48
2025-06-17,Instagram,IN_77_958,Sustainability,1447,68,19431,0.33
2025-06-17,Instagram,IN_77_981,DataScience,2714,985,245943,0.95
2025-06-17,Instagram,IN_77_653,Innovation,2281,1133,234226,-0.73
2025-06-17,TikTok,TI_77_746,DataScience,4670,900,275443,0.28
2025-06-17,TikTok,TI_77_646,Sustainability,2586,721,253524,0.08
2025-06-17,TikTok,TI_77_924,Innovation,783,914,162411,-0.27
2025-06-17,TikTok,TI_77_366,RemoteWork,1325,631,6534,-1.0
2025-06-17,LinkedIn,LI_77_580,Innovation,4433,27,361589,0.84
2025-06-17,LinkedIn,LI_77_873,DataScience,3958,623,5788,0.53
2025-06-18,Twitter,TW_78_661,DataScience,3110,396,216868,0.76
2025-06-18,Twitter,TW_78_547,Sustainability,3283,521,86600,0.43
2025-06-18,Twitter,TW_78_761,AI,3242,784,116653,-0.47
2025-06-18,Instagram,IN_78_764,Sustainability,4407,560,217480,-0.62
2025-06-18,Instagram,IN_78_170,Innovation,1544,289,152831,-0.78
2025-06-18,Instagram,IN_78_566,DataScience,3759,567,368249,0.25
2025-06-18,TikTok,TI_78_255,Innovation,456,1105,12602,-0.63
2025-06-18,TikTok,TI_78_204,AI,2361,561,66556,0.43
2025-06-18,LinkedIn,LI_78_115,AI,4093,454,180260,-0.16
2025-06-18,LinkedIn,LI_78_904,Sustainability,4132,770,244104,0.39
2025-06-18,LinkedIn,LI_78_132,DataScience,2755,174,443261,0.5
2025-06-18,LinkedIn,LI_78_249,Innovation,509,555,407665,-0.22
2025-06-19,Twitter,TW_79_936,RemoteWork,3175,35,64942,0.95
2025-06-19,Twitter,TW_79_831,Sustainability,2089,798,405344,0.95
2025-06-19,Twitter,TW_79_353,AI,324,417,242610,0.47
2025-06-19,Twitter,TW_79_196,DataScience,4319,1373,110286,-0.05
2025-06-19,Instagram,IN_79_862,Innovation,4552,1076,65037,-0.49
2025-06-19,Instagram,IN_79_753,DataScience,2497,416,189967,0.78
2025-06-19,Instagram,IN_79_984,AI,1834,241,124714,0.27
2025-06-19,Instagram,IN_79_432,RemoteWork,173,352,417489,-0.45
2025-06-19,TikTok,TI_79_109,RemoteWork,394,1200,411766,0.38
2025-06-19,TikTok,TI_79_804,Sustainability,4934,327,195719,0.54
2025-06-19,LinkedIn,LI_79_193,Sustainability,2822,1290,32484,-0.88
2025-06-19,LinkedIn,LI_79_760,RemoteWork,1310,1446,282203,0.58
2025-06-20,Twitter,TW_80_424,RemoteWork,4624,1330,397727,-0.31
2025-06-20,Twitter,TW_80_549,Sustainability,1630,53,362365,-0.24
2025-06-20,Instagram,IN_80_823,Sustainability,3634,1154,155515,0.09
2025-06-20,Instagram,IN_80_601,Innovation,1604,1170,98846,0.09
2025-06-20,Instagram,IN_80_431,AI,3887,573,455904,0.66
2025-06-20,Instagram,IN_80_981,DataScience,4592,338,37111,0.06
2025-06-20,TikTok,TI_80_475,Innovation,3769,11,407804,0.28
2025-06-20,TikTok,TI_80_488,DataScience,1569,48,325919,0.71
2025-06-20,TikTok,TI_80_894,RemoteWork,2006,666,379013,-0.87
2025-06-20,LinkedIn,LI_80_884,RemoteWork,4567,325,322409,-0.43
2025-06-20,LinkedIn,LI_80_519,Sustainability,2688,236,51466,0.05
2025-06-20,LinkedIn,LI_80_168,Innovation,408,275,94658,0.75
2025-06-20,LinkedIn,LI_80_306,DataScience,926,1004,101462,-0.8
2025-06-21,Twitter,TW_81_150,RemoteWork,3051,462,318694,0.44
2025-06-21,Twitter,TW_81_113,DataScience,1759,1352,258638,0.86
2025-06-21,Twitter,TW_81_952,Innovation,705,968,420965,0.28
2025-06-21,Twitter,TW_81_469,Sustainability,4621,861,431978,-0.26
2025-06-21,Instagram,IN_81_851,AI,626,632,41860,0.89
2025-06-21,Instagram,IN_81_631,Innovation,845,217,381198,-0.54
2025-06-21,Instagram,IN_81_494,RemoteWork,1602,405,276876,0.31
2025-06-21,Instagram,IN_81_683,DataScience,1515,1153,393793,0.12
2025-06-21,TikTok,TI_81_819,AI,3548,223,88456,0.58
2025-06-21,TikTok,TI_81_663,Innovation,3339,1043,177953,0.32
2025-06-21,TikTok,TI_81_646,RemoteWork,4964,917,490433,-0.3
2025-06-21,TikTok,TI_81_422,Sustainability,4556,674,443946,-0.26
2025-06-21,LinkedIn,LI_81_676,RemoteWork,4519,448,197641,0.53
2025-06-21,LinkedIn,LI_81_862,Innovation,2131,747,238189,-0.11
2025-06-21,LinkedIn,LI_81_506,DataScience,51,1497,19173,0.97
2025-06-21,LinkedIn,LI_81_710,AI,183,1070,71823,0.99
2025-06-22,Twitter,TW_82_319,AI,2629,54,405500,0.64
2025-06-22,Twitter,TW_82_806,Innovation,2310,1143,269053,0.11
2025-06-22,Twitter,TW_82_685,DataScience,1317,203,20784,-0.08
2025-06-22,Instagram,IN_82_475,Sustainability,4819,521,123156,-0.49
2025-06-22,Instagram,IN_82_407,Innovation,802,1178,210609,0.14
2025-06-22,TikTok,TI_82_911,AI,4002,364,256997,0.65
2025-06-22,TikTok,TI_82_806,Innovation,4770,205,313072,0.28
2025-06-22,LinkedIn,LI_82_180,DataScience,508,694,183415,0.76
2025-06-22,LinkedIn,LI_82_544,RemoteWork,3462,256,457018,0.54
2025-06-23,Twitter,TW_83_155,DataScience,2546,1083,22591,-0.36
2025-06-23,Twitter,TW_83_678,AI,1275,679,264403,0.4
2025-06-23,Twitter,TW_83_256,Innovation,463,1389,384557,0.99
2025-06-23,Twitter,TW_83_556,Sustainability,4925,1188,265623,-0.82
2025-06-23,Instagram,IN_83_235,Innovation,2803,179,250484,0.14
2025-06-23,Instagram,IN_83_150,RemoteWork,4540,827,138655,-0.83
2025-06-23,Instagram,IN_83_613,AI,3609,1439,69354,0.52
2025-06-23,TikTok,TI_83_504,DataScience,4730,411,295213,0.23
2025-06-23,TikTok,TI_83_853,Sustainability,4344,514,128042,-0.86
2025-06-23,TikTok,TI_83_895,RemoteWork,3573,672,359999,0.85
2025-06-23,LinkedIn,LI_83_533,AI,3042,723,100871,-0.36
2025-06-23,LinkedIn,LI_83_708,RemoteWork,248,634,89738,0.98
2025-06-24,Twitter,TW_84_937,RemoteWork,1962,418,360325,-0.25
2025-06-24,Twitter,TW_84_875,Sustainability,752,240,388753,-0.89
2025-06-24,Twitter,TW_84_735,DataScience,1259,599,8200,-0.31
2025-06-24,Twitter,TW_84_923,AI,961,634,236961,-0.06
2025-06-24,Instagram,IN_84_659,Sustainability,4336,539,288729,-0.03
2025-06-24,Instagram,IN_84_847,DataScience,1207,1433,367348,0.34
2025-06-24,Instagram,IN_84_485,AI,4825,1368,277194,-0.91
2025-06-24,TikTok,TI_84_305,AI,2272,118,244773,0.31
2025-06-24,TikTok,TI_84_108,Innovation,595,805,347225,-0.46
2025-06-24,LinkedIn,LI_84_988,Innovation,3216,483,200597,0.02
2025-06-24,LinkedIn,LI_84_826,AI,865,656,255102,0.73
2025-06-24,LinkedIn,LI_84_644,RemoteWork,771,391,105267,0.0
2025-06-24,LinkedIn,LI_84_568,Sustainability,4643,1469,12266,-0.92
2025-06-25,Twitter,TW_85_862,Innovation,1336,47,182812,0.37
2025-06-25,Twitter,TW_85_463,DataScience,2526,493,263800,-0.45
2025-06-25,Twitter,TW_85_163,Sustainability,2160,802,467827,1.0
2025-06-25,Twitter,TW_85_130,RemoteWork,4596,583,119270,-0.7
2025-06-25,Instagram,IN_85_491,Sustainability,4315,1398,322099,0.75
2025-06-25,Instagram,IN_85_802,AI,1913,864,127018,0.15
2025-06-25,Instagram,IN_85_536,Innovation,2609,1249,173640,-0.1
2025-06-25,TikTok,TI_85_694,Sustainability,4484,1410,420485,-0.6
2025-06-25,TikTok,TI_85_241,DataScience,2581,1420,370694,0.8
2025-06-25,LinkedIn,LI_85_771,RemoteWork,4677,333,167459,-0.86
2025-06-25,LinkedIn,LI_85_645,Sustainability,1019,387,167512,0.68
2025-06-26,Twitter,TW_86_523,AI,3418,631,233261,0.49
2025-06-26,Twitter,TW_86_941,Innovation,2292,321,409476,-0.62
2025-06-26,Instagram,IN_86_880,Sustainability,2236,1250,298293,0.22
2025-06-26,Instagram,IN_86_710,AI,1952,482,361383,-0.95
2025-06-26,TikTok,TI_86_614,RemoteWork,3890,1468,341560,-0.25
2025-06-26,TikTok,TI_86_972,Sustainability,3224,1016,249432,-0.72
2025-06-26,LinkedIn,LI_86_518,Sustainability,172,562,499177,-0.17
2025-06-26,LinkedIn,LI_86_860,AI,1711,428,35674,-0.65
2025-06-27,Twitter,TW_87_432,DataScience,3798,515,225162,-0.19
2025-06-27,Twitter,TW_87_142,RemoteWork,3166,1484,165048,-0.21
2025-06-27,Twitter,TW_87_860,Innovation,4735,1226,282101,0.05
2025-06-27,Instagram,IN_87_946,AI,397,513,272949,0.08
2025-06-27,Instagram,IN_87_852,DataScience,371,1152,204108,0.03
2025-06-27,Instagram,IN_87_745,Sustainability,453,398,153661,-0.12
2025-06-27,Instagram,IN_87_411,Innovation,2392,954,88286,-0.16
2025-06-27,TikTok,TI_87_192,AI,4151,241,95251,0.56
2025-06-27,TikTok,TI_87_812,Sustainability,4526,287,207080,-0.17
2025-06-27,TikTok,TI_87_561,RemoteWork,254,376,238859,0.18
2025-06-27,TikTok,TI_87_829,Innovation,1704,941,48280,-0.5
2025-06-27,LinkedIn,LI_87_823,Sustainability,3731,1308,191286,-0.83
2025-06-27,LinkedIn,LI_87_824,AI,3196,1498,415746,0.95
2025-06-27,LinkedIn,LI_87_726,RemoteWork,1359,785,289539,-0.24
2025-06-27,LinkedIn,LI_87_886,Innovation,1449,696,297480,0.74
2025-06-28,Twitter,TW_88_283,Sustainability,470,869,162513,-0.38
2025-06-28,Twitter,TW_88_887,DataScience,3705,601,329441,-0.64
2025-06-28,Instagram,IN_88_737,Sustainability,2123,35,241460,-0.0
2025-06-28,Instagram,IN_88_610,AI,4502,21,319758,0.77
2025-06-28,TikTok,TI_88_564,Sustainability,3409,914,42631,0.2
2025-06-28,TikTok,TI_88_106,RemoteWork,2054,1130,146811,0.24
2025-06-28,LinkedIn,LI_88_156,Sustainability,2909,85,77218,0.71
2025-06-28,LinkedIn,LI_88_783,AI,4785,1245,157469,-0.34
2025-06-28,LinkedIn,LI_88_189,RemoteWork,451,233,219605,0.99
2025-06-28,LinkedIn,LI_88_265,Innovation,2379,1261,347514,0.38
2025-06-29,Twitter,TW_89_136,DataScience,812,622,170251,-0.26
2025-06-29,Twitter,TW_89_488,Sustainability,604,885,443137,0.1
2025-06-29,Twitter,TW_89_399,RemoteWork,3906,285,64975,0.39
2025-06-29,Twitter,TW_89_381,Innovation,2746,1089,217928,0.05
2025-06-29,Instagram,IN_89_595,Sustainability,2402,884,320209,0.7
2025-06-29,Instagram,IN_89_365,AI,4354,1187,327759,-0.29
2025-06-29,Instagram,IN_89_232,RemoteWork,4659,1026,273475,0.46
2025-06-29,Instagram,IN_89_609,Innovation,4084,378,464294,0.22
2025-06-29,TikTok,TI_89_124,Innovation,3858,1290,418717,-0.76
2025-06-29,TikTok,TI_89_968,Sustainability,1748,1270,218386,-0.17
2025-06-29,TikTok,TI_89_441,AI,2914,1157,423598,0.28
2025-06-29,TikTok,TI_89_111,DataScience,1698,1423,148653,-0.49
2025-06-29,LinkedIn,LI_89_618,Innovation,4555,673,403145,-0.99
2025-06-29,LinkedIn,LI_89_802,DataScience,2780,709,208643,0.45
2025-06-30,Twitter,TW_90_953,AI,2818,1387,252190,0.83
2025-06-30,Twitter,TW_90_916,Sustainability,341,1332,72174,-0.04
2025-06-30,Twitter,TW_90_742,DataScience,3823,1109,470724,-0.33
2025-06-30,Twitter,TW_90_902,RemoteWork,3441,124,438835,0.04
2025-06-30,Instagram,IN_90_918,Innovation,2946,145,79278,-0.44
2025-06-30,Instagram,IN_90_131,AI,2828,778,329472,0.07
2025-06-30,Instagram,IN_90_269,RemoteWork,4727,1250,205244,-0.63
2025-06-30,Instagram,IN_90_219,Sustainability,2575,1454,450744,-0.37
2025-06-30,TikTok,TI_90_188,Innovation,4121,496,195816,-0.1
2025-06-30,TikTok,TI_90_409,RemoteWork,1820,1085,159501,-0.65
2025-06-30,LinkedIn,LI_90_554,AI,4195,61,419919,-0.03
2025-06-30,LinkedIn,LI_90_612,Sustainability,1312,399,179318,0.85
2025-06-30,LinkedIn,LI_90_850,DataScience,4339,645,407602,-0.35
2025-07-01,Twitter,TW_91_310,DataScience,349,950,204207,0.43
2025-07-01,Twitter,TW_91_634,Sustainability,998,18,164043,0.86
2025-07-01,Instagram,IN_91_147,DataScience,894,1076,402699,0.32
2025-07-01,Instagram,IN_91_419,AI,234,1192,398669,-0.38
2025-07-01,Instagram,IN_91_314,Sustainability,2678,420,101949,-0.43
2025-07-01,Instagram,IN_91_645,Innovation,2664,913,352862,-0.76
2025-07-01,TikTok,TI_91_217,Sustainability,174,1285,294405,0.03
2025-07-01,TikTok,TI_91_311,Innovation,4494,727,289025,-0.36
2025-07-01,LinkedIn,LI_91_275,Innovation,633,647,322526,0.78
2025-07-01,LinkedIn,LI_91_653,Sustainability,3684,113,69196,-0.94
2025-07-02,Twitter,TW_92_188,AI,3543,812,94838,0.41
2025-07-02,Twitter,TW_92_706,DataScience,3702,1272,187449,-0.38
2025-07-02,Twitter,TW_92_937,Sustainability,1673,1470,398621,0.34
2025-07-02,Twitter,TW_92_646,RemoteWork,693,963,298685,-0.74
2025-07-02,Instagram,IN_92_800,RemoteWork,3862,973,122474,0.89
2025-07-02,Instagram,IN_92_247,AI,2163,754,206561,-0.63
2025-07-02,Instagram,IN_92_781,Sustainability,2756,675,238650,-0.02
2025-07-02,Instagram,IN_92_166,Innovation,3943,241,185256,-0.04
2025-07-02,TikTok,TI_92_718,Innovation,4757,270,267311,-0.79
2025-07-02,TikTok,TI_92_937,DataScience,926,677,292582,0.3
2025-07-02,LinkedIn,LI_92_704,DataScience,3436,498,326517,-0.51
2025-07-02,LinkedIn,LI_92_262,RemoteWork,4001,796,35634,-0.32
2025-07-02,LinkedIn,LI_92_933,Sustainability,4891,892,412206,0.96
2025-07-03,Twitter,TW_93_857,Innovation,4753,1006,60938,0.18
2025-07-03,Twitter,TW_93_574,Sustainability,2715,1146,52198,0.64
2025-07-03,Twitter,TW_93_280,AI,2573,841,37494,0.2
2025-07-03,Twitter,TW_93_801,DataScience,4935,786,172656,-0.01
